date,district,crop,era5_sm_m3m3,downscaled_sm_m3m3,downscaled_sm_mm,VV,VH,delta_VV,NDVI,NDWI,EVI,TWI,slope
2016-03-02,Baghpat,Wheat,0.1502246856689453,0.18927406502018915,170.34665851817024,-8.24372938150454,-16.02243788548616,-0.0210522179600385,0.1915559740038353,-0.2743257535540327,0.4507302208933833,5.837443435378033,5.0
2016-03-03,Baghpat,Wheat,0.148291269938151,0.18927406502018915,170.34665851817024,-8.24372938150454,-16.02243788548616,-0.0210522179600385,0.1915559740038353,-0.2743257535540327,0.4507302208933833,5.837443435378033,5.0
2016-10-04,Baghpat,Rice,0.223825454711914,0.185115065667281,55.5345197001843,-8.247093760363144,-15.716556376753129,-0.0244165968186429,0.2098902507939845,-0.3377668008804914,0.3231145323527378,5.837443435378033,5.0
2016-10-05,Baghpat,Rice,0.2613054911295573,0.185115065667281,55.5345197001843,-8.247093760363144,-15.716556376753129,-0.0244165968186429,0.2098902507939845,-0.3377668008804914,0.3231145323527378,5.837443435378033,5.0
2016-10-06,Baghpat,Rice,0.2460899353027343,0.185115065667281,55.5345197001843,-8.247093760363144,-15.716556376753129,-0.0244165968186429,0.2098902507939845,-0.3377668008804914,0.3231145323527378,5.837443435378033,5.0
2016-10-07,Baghpat,Rice,0.2301050821940104,0.185115065667281,55.5345197001843,-8.247093760363144,-15.716556376753129,-0.0244165968186429,0.2098902507939845,-0.3377668008804914,0.3231145323527378,5.837443435378033,5.0
2016-10-08,Baghpat,Rice,0.2150319417317708,0.185115065667281,55.5345197001843,-8.247093760363144,-15.716556376753129,-0.0244165968186429,0.2098902507939845,-0.3377668008804914,0.3231145323527378,5.837443435378033,5.0
2016-10-09,Baghpat,Rice,0.202487309773763,0.185115065667281,55.5345197001843,-8.247093760363144,-15.716556376753129,-0.0244165968186429,0.2098902507939845,-0.3377668008804914,0.3231145323527378,5.837443435378033,5.0
2016-10-10,Baghpat,Rice,0.1918741861979166,0.185115065667281,55.5345197001843,-8.247093760363144,-15.716556376753129,-0.0244165968186429,0.2098902507939845,-0.3377668008804914,0.3231145323527378,5.837443435378033,5.0
2016-10-16,Baghpat,Rice,0.1555932362874349,0.17823591268264777,53.470773804794334,-8.289767275248506,-15.842479721282167,-0.0670901117040045,0.2098902507939845,-0.3377668008804914,0.3231145323527378,5.837443435378033,5.0
2016-10-17,Baghpat,Rice,0.1532503763834635,0.17823591268264777,53.470773804794334,-8.289767275248506,-15.842479721282167,-0.0670901117040045,0.2098902507939845,-0.3377668008804914,0.3231145323527378,5.837443435378033,5.0
2016-10-18,Baghpat,Rice,0.1513741811116536,0.17823591268264777,53.470773804794334,-8.289767275248506,-15.842479721282167,-0.0670901117040045,0.2098902507939845,-0.3377668008804914,0.3231145323527378,5.837443435378033,5.0
2016-10-19,Baghpat,Rice,0.1499500274658203,0.17823591268264777,53.470773804794334,-8.289767275248506,-15.842479721282167,-0.0670901117040045,0.2098902507939845,-0.3377668008804914,0.3231145323527378,5.837443435378033,5.0
2016-10-20,Baghpat,Rice,0.1485894521077474,0.17823591268264777,53.470773804794334,-8.289767275248506,-15.842479721282167,-0.0670901117040045,0.2098902507939845,-0.3377668008804914,0.3231145323527378,5.837443435378033,5.0
2016-10-21,Baghpat,Rice,0.1473369598388672,0.17823591268264777,53.470773804794334,-8.289767275248506,-15.842479721282167,-0.0670901117040045,0.2098902507939845,-0.3377668008804914,0.3231145323527378,5.837443435378033,5.0
2016-10-22,Baghpat,Rice,0.1462039947509765,0.17823591268264777,53.470773804794334,-8.289767275248506,-15.842479721282167,-0.0670901117040045,0.2098902507939845,-0.3377668008804914,0.3231145323527378,5.837443435378033,5.0
2016-10-28,Baghpat,Rice,0.1420027414957682,0.17831378826956043,53.49413648086813,-8.422772159581255,-16.07654675508716,-0.2000949960367535,0.2098902507939845,-0.3377668008804914,0.3231145323527378,5.837443435378033,5.0
2016-10-29,Baghpat,Rice,0.1416467030843099,0.17831378826956043,53.49413648086813,-8.422772159581255,-16.07654675508716,-0.2000949960367535,0.2098902507939845,-0.3377668008804914,0.3231145323527378,5.837443435378033,5.0
2016-10-30,Baghpat,Rice,0.1413466135660807,0.17831378826956043,53.49413648086813,-8.422772159581255,-16.07654675508716,-0.2000949960367535,0.2098902507939845,-0.3377668008804914,0.3231145323527378,5.837443435378033,5.0
2016-10-31,Baghpat,Rice,0.1411323547363281,0.17831378826956043,53.49413648086813,-8.422772159581255,-16.07654675508716,-0.2000949960367535,0.2098902507939845,-0.3377668008804914,0.3231145323527378,5.837443435378033,5.0
2016-11-01,Baghpat,Wheat,0.1409193674723307,0.15755277808143373,141.79750027329035,-8.422772159581255,-16.07654675508716,-0.2000949960367535,0.1544781263495326,-0.2458804549253944,0.3841866861294821,5.837443435378033,5.0
2016-11-02,Baghpat,Wheat,0.1407400767008463,0.15755277808143373,141.79750027329035,-8.422772159581255,-16.07654675508716,-0.2000949960367535,0.1544781263495326,-0.2458804549253944,0.3841866861294821,5.837443435378033,5.0
2016-11-03,Baghpat,Wheat,0.140573501586914,0.15755277808143373,141.79750027329035,-8.422772159581255,-16.07654675508716,-0.2000949960367535,0.1544781263495326,-0.2458804549253944,0.3841866861294821,5.837443435378033,5.0
2016-11-09,Baghpat,Wheat,0.1397628784179687,0.15884679134595373,142.96211221135835,-8.60904171898199,-16.307438090901204,-0.3863645554374884,0.1544781263495326,-0.2458804549253944,0.3841866861294821,5.837443435378033,5.0
2016-11-10,Baghpat,Wheat,0.1396706899007161,0.15884679134595373,142.96211221135835,-8.60904171898199,-16.307438090901204,-0.3863645554374884,0.1544781263495326,-0.2458804549253944,0.3841866861294821,5.837443435378033,5.0
2016-11-11,Baghpat,Wheat,0.1396261850992838,0.15884679134595373,142.96211221135835,-8.60904171898199,-16.307438090901204,-0.3863645554374884,0.1544781263495326,-0.2458804549253944,0.3841866861294821,5.837443435378033,5.0
2016-11-12,Baghpat,Wheat,0.1395549774169922,0.15884679134595373,142.96211221135835,-8.60904171898199,-16.307438090901204,-0.3863645554374884,0.1544781263495326,-0.2458804549253944,0.3841866861294821,5.837443435378033,5.0
2016-11-13,Baghpat,Wheat,0.1394799550374349,0.15884679134595373,142.96211221135835,-8.60904171898199,-16.307438090901204,-0.3863645554374884,0.1544781263495326,-0.2458804549253944,0.3841866861294821,5.837443435378033,5.0
2016-11-14,Baghpat,Wheat,0.1394036610921224,0.15884679134595373,142.96211221135835,-8.60904171898199,-16.307438090901204,-0.3863645554374884,0.1544781263495326,-0.2458804549253944,0.3841866861294821,5.837443435378033,5.0
2016-11-15,Baghpat,Wheat,0.1393089294433593,0.15884679134595373,142.96211221135835,-8.60904171898199,-16.307438090901204,-0.3863645554374884,0.1544781263495326,-0.2458804549253944,0.3841866861294821,5.837443435378033,5.0
2016-11-21,Baghpat,Wheat,0.1390768686930338,0.15887218049373036,142.98496244435734,-8.654283645838609,-16.41126938211646,-0.4316064822941072,0.1544781263495326,-0.2458804549253944,0.3841866861294821,5.837443435378033,5.0
2016-11-22,Baghpat,Wheat,0.139041264851888,0.15887218049373036,142.98496244435734,-8.654283645838609,-16.41126938211646,-0.4316064822941072,0.1544781263495326,-0.2458804549253944,0.3841866861294821,5.837443435378033,5.0
2016-11-23,Baghpat,Wheat,0.1390342712402343,0.15887218049373036,142.98496244435734,-8.654283645838609,-16.41126938211646,-0.4316064822941072,0.1544781263495326,-0.2458804549253944,0.3841866861294821,5.837443435378033,5.0
2016-11-24,Baghpat,Wheat,0.1390247344970703,0.15887218049373036,142.98496244435734,-8.654283645838609,-16.41126938211646,-0.4316064822941072,0.1544781263495326,-0.2458804549253944,0.3841866861294821,5.837443435378033,5.0
2016-11-25,Baghpat,Wheat,0.1389757792154947,0.15887218049373036,142.98496244435734,-8.654283645838609,-16.41126938211646,-0.4316064822941072,0.1544781263495326,-0.2458804549253944,0.3841866861294821,5.837443435378033,5.0
2016-11-26,Baghpat,Wheat,0.1388893127441406,0.15887218049373036,142.98496244435734,-8.654283645838609,-16.41126938211646,-0.4316064822941072,0.1544781263495326,-0.2458804549253944,0.3841866861294821,5.837443435378033,5.0
2016-11-27,Baghpat,Wheat,0.1388359069824218,0.15887218049373036,142.98496244435734,-8.654283645838609,-16.41126938211646,-0.4316064822941072,0.1544781263495326,-0.2458804549253944,0.3841866861294821,5.837443435378033,5.0
2016-12-03,Baghpat,Wheat,0.1385924021402994,0.1581734472578287,142.35610253204584,-7.921723440523472,-16.216308944393383,0.3009537230210295,0.1790046736726305,-0.2934771086810837,0.3287381572958788,5.837443435378033,5.0
2016-12-04,Baghpat,Wheat,0.1386210123697916,0.1581734472578287,142.35610253204584,-7.921723440523472,-16.216308944393383,0.3009537230210295,0.1790046736726305,-0.2934771086810837,0.3287381572958788,5.837443435378033,5.0
2016-12-05,Baghpat,Wheat,0.1386585235595703,0.1581734472578287,142.35610253204584,-7.921723440523472,-16.216308944393383,0.3009537230210295,0.1790046736726305,-0.2934771086810837,0.3287381572958788,5.837443435378033,5.0
2016-12-06,Baghpat,Wheat,0.1386343638102213,0.1581734472578287,142.35610253204584,-7.921723440523472,-16.216308944393383,0.3009537230210295,0.1790046736726305,-0.2934771086810837,0.3287381572958788,5.837443435378033,5.0
2016-12-07,Baghpat,Wheat,0.138614018758138,0.1581734472578287,142.35610253204584,-7.921723440523472,-16.216308944393383,0.3009537230210295,0.1790046736726305,-0.2934771086810837,0.3287381572958788,5.837443435378033,5.0
2016-12-08,Baghpat,Wheat,0.1386292775472005,0.1581734472578287,142.35610253204584,-7.921723440523472,-16.216308944393383,0.3009537230210295,0.1790046736726305,-0.2934771086810837,0.3287381572958788,5.837443435378033,5.0
